08:57:54.637 [main] INFO  com.yyj.springmvc.SpringmvcApplication - Starting SpringmvcApplication using Java 1.8.0_74 on LAPTOP-9TAACR21 with PID 35100 (C:\Users\闫寅杰\Desktop\springMvcDemo\springmvc\target\classes started by 闫寅杰 in C:\Users\闫寅杰\Desktop\springMvcDemo)
11:39:54.689 [http-nio-8080-exec-3] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - <==      Total: 1
11:39:54.692 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 71 ms
11:39:54.692 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: [Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}]
11:39:54.693 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:39:54.693 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:39:54.693 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=success, data=[Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}])
11:39:58.340 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:39:58.341 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/getAll
11:39:58.341 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
11:39:58.341 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:39:58.341 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
11:39:58.341 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:39:58.341 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.getAllStudents
11:39:58.341 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: []
11:39:58.342 [http-nio-8080-exec-4] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==>  Preparing: select s_id, sname, sage, ssex from s order by s_id
11:39:58.342 [http-nio-8080-exec-4] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==> Parameters: 
11:39:58.343 [http-nio-8080-exec-4] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - <==      Total: 1
11:39:58.344 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 1 ms
11:39:58.344 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: [Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}]
11:39:58.344 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:39:58.344 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:39:58.344 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=success, data=[Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}])
11:40:02.326 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:40:02.326 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/getAll
11:40:02.326 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
11:40:02.327 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:40:02.327 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
11:40:02.327 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:40:02.327 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.getAllStudents
11:40:02.327 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: []
11:40:02.339 [http-nio-8080-exec-6] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==>  Preparing: select s_id, sname, sage, ssex from s order by s_id
11:40:02.340 [http-nio-8080-exec-6] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==> Parameters: 
11:40:02.348 [http-nio-8080-exec-6] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - <==      Total: 1
11:40:02.350 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 23 ms
11:40:02.350 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: [Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}]
11:40:02.350 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:40:02.350 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:40:02.350 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=success, data=[Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}])
11:40:23.037 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:40:23.038 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/add
11:40:23.039 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: POST
11:40:23.039 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.addStudent
11:40:23.039 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: [Student{sid='202102811439', sname='闫寅杰', sage=24, ssex='男'}]
11:40:23.040 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:40:23.040 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.addStudent
11:40:23.040 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: [Student{sid='202102811439', sname='闫寅杰', sage=24, ssex='男'}]
11:40:23.042 [http-nio-8080-exec-7] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==>  Preparing: select s_id, sname, sage, ssex from s where s_id = ?
11:40:23.121 [http-nio-8080-exec-7] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==> Parameters: 202102811439(String)
11:40:23.132 [http-nio-8080-exec-7] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - <==      Total: 1
11:40:23.132 [http-nio-8080-exec-7] ERROR com.yyj.springmvc.service.impl.StudentServiceImpl - 学生 202102811439 已存在
11:40:23.133 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 93 ms
11:40:23.133 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: 0
11:40:23.133 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:40:23.133 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.addStudent
11:40:23.133 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=500, message=添加学生失败, data=null)
11:40:32.663 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:40:32.663 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/add
11:40:32.663 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: POST
11:40:32.663 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.addStudent
11:40:32.663 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: [Student{sid='202102811439', sname='闫寅杰', sage=24, ssex='男'}]
11:40:32.664 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:40:32.664 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.addStudent
11:40:32.664 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: [Student{sid='202102811439', sname='闫寅杰', sage=24, ssex='男'}]
11:40:32.664 [http-nio-8080-exec-8] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==>  Preparing: select s_id, sname, sage, ssex from s where s_id = ?
11:40:32.664 [http-nio-8080-exec-8] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==> Parameters: 202102811439(String)
11:40:32.666 [http-nio-8080-exec-8] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - <==      Total: 1
11:40:32.666 [http-nio-8080-exec-8] ERROR com.yyj.springmvc.service.impl.StudentServiceImpl - 学生 202102811439 已存在
11:40:32.666 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 2 ms
11:40:32.666 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: 0
11:40:32.666 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:40:32.666 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.addStudent
11:40:32.666 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=500, message=添加学生失败, data=null)
11:43:19.843 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
11:43:19.850 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
11:43:26.342 [main] INFO  com.yyj.springmvc.SpringmvcApplication - Starting SpringmvcApplication using Java 1.8.0_74 on LAPTOP-9TAACR21 with PID 13372 (C:\Users\闫寅杰\Desktop\springMvcDemo\springmvc\target\classes started by 闫寅杰 in C:\Users\闫寅杰\Desktop\springMvcDemo)
11:43:26.380 [main] INFO  com.yyj.springmvc.SpringmvcApplication - No active profile set, falling back to 1 default profile: "default"
11:43:27.330 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:43:27.330 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
11:43:27.330 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
11:43:27.425 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:43:27.616 [main] INFO  com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure - Init DruidDataSource
11:43:27.924 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
11:43:28.601 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:43:28.624 [main] INFO  com.yyj.springmvc.SpringmvcApplication - Started SpringmvcApplication in 2.635 seconds (JVM running for 3.928)
11:43:36.784 [http-nio-8080-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:43:37.047 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:43:37.050 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/add
11:43:37.050 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: POST
11:43:37.052 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.addStudent
11:43:37.052 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: [Student{sid='202102811439', sname='闫寅杰', sage=24, ssex='男'}]
11:43:37.058 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:43:37.058 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.addStudent
11:43:37.058 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: [Student{sid='202102811439', sname='闫寅杰', sage=24, ssex='男'}]
11:43:37.088 [http-nio-8080-exec-1] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==>  Preparing: select s_id, sname, sage, ssex from s where s_id = ?
11:43:37.184 [http-nio-8080-exec-1] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==> Parameters: 202102811439(String)
11:43:37.201 [http-nio-8080-exec-1] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - <==      Total: 1
11:43:37.204 [http-nio-8080-exec-1] ERROR com.yyj.springmvc.service.impl.StudentServiceImpl - 学生 202102811439 已存在
11:43:37.204 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 146 ms
11:43:37.204 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: 学生已存在
11:43:37.204 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:43:37.204 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.addStudent
11:43:37.204 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=500, message=学生已存在, data=null)
11:43:53.921 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:43:53.921 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/add
11:43:53.921 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: POST
11:43:53.922 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.addStudent
11:43:53.922 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: [Student{sid='202102811440', sname='闫寅杰1', sage=24, ssex='男'}]
11:43:53.922 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:43:53.922 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.addStudent
11:43:53.922 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: [Student{sid='202102811440', sname='闫寅杰1', sage=24, ssex='男'}]
11:43:53.922 [http-nio-8080-exec-3] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==>  Preparing: select s_id, sname, sage, ssex from s where s_id = ?
11:43:53.922 [http-nio-8080-exec-3] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - ==> Parameters: 202102811440(String)
11:43:53.928 [http-nio-8080-exec-3] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectById - <==      Total: 0
11:43:53.951 [http-nio-8080-exec-3] DEBUG com.yyj.springmvc.mapper.StudentMapper.insert - ==>  Preparing: insert into s ( s_id, sname, sage, ssex ) values ( ?, ?, ?, ? )
11:43:53.967 [http-nio-8080-exec-3] DEBUG com.yyj.springmvc.mapper.StudentMapper.insert - ==> Parameters: 202102811440(String), 闫寅杰1(String), 24(Integer), 男(String)
11:43:54.000 [http-nio-8080-exec-3] DEBUG com.yyj.springmvc.mapper.StudentMapper.insert - <==    Updates: 1
11:43:54.000 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.service.impl.StudentServiceImpl - 成功添加学生 202102811440
11:43:54.000 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 78 ms
11:43:54.000 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: null
11:43:54.000 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:43:54.000 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.addStudent
11:43:54.000 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=success, data=null)
11:43:54.010 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:43:54.010 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/getAll
11:43:54.010 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
11:43:54.010 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:43:54.011 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
11:43:54.011 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:43:54.011 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.getAllStudents
11:43:54.012 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: []
11:43:54.013 [http-nio-8080-exec-2] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==>  Preparing: select s_id, sname, sage, ssex from s order by s_id
11:43:54.015 [http-nio-8080-exec-2] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==> Parameters: 
11:43:54.016 [http-nio-8080-exec-2] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - <==      Total: 2
11:43:54.017 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 5 ms
11:43:54.017 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: [Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}, Student{sid='202102811440', sname='闫寅杰1', sage=24, ssex='男'}]
11:43:54.018 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:43:54.019 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:43:54.019 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=success, data=[Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}, Student{sid='202102811440', sname='闫寅杰1', sage=24, ssex='男'}])
11:45:42.613 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:45:42.613 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/logout
11:45:42.613 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
11:45:42.613 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.logout
11:45:42.613 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: [org.apache.catalina.session.StandardSessionFacade@218d966b]
11:45:42.618 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:45:42.619 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.logout
11:45:42.619 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=success, data=登出成功)
11:45:47.434 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:45:47.435 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
11:45:47.435 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: POST
11:45:47.435 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.login
11:45:47.435 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: [com.yyj.springmvc.entity.LoginRequest@2f884783, org.apache.catalina.session.StandardSessionFacade@214fac02]
11:45:47.452 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:45:47.452 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.login
11:45:47.452 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: eyJhbGciOiJIUzI1NiJ9.eyJjcmVhdGVkIjoxNzczMjAwNzQ3NDM2LCJleHAiOjE3NzMyODcxNDcsInVzZXJuYW1lIjoiYWRtaW4ifQ.jGlAlU3Xd8NErmG2NKPpplVY4eVDBbwHQUKK4D5E33c
11:45:47.653 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:45:47.654 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/getAll
11:45:47.654 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
11:45:47.654 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:45:47.654 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
11:45:47.654 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:45:47.654 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.getAllStudents
11:45:47.654 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: []
11:45:47.668 [http-nio-8080-exec-9] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==>  Preparing: select s_id, sname, sage, ssex from s order by s_id
11:45:47.669 [http-nio-8080-exec-9] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - ==> Parameters: 
11:45:47.672 [http-nio-8080-exec-9] DEBUG com.yyj.springmvc.mapper.StudentMapper.selectAll - <==      Total: 2
11:45:47.673 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 19 ms
11:45:47.673 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: [Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}, Student{sid='202102811440', sname='闫寅杰1', sage=24, ssex='男'}]
11:45:47.673 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:45:47.673 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:45:47.673 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=success, data=[Student{sid='202102811439', sname='闫寅杰123', sage=24, ssex='男'}, Student{sid='202102811440', sname='闫寅杰1', sage=24, ssex='男'}])
11:45:53.706 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:45:53.707 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/update
11:45:53.707 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: POST
11:45:53.707 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.updateStudent
11:45:53.707 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: [Student{sid='202102811440', sname='闫寅杰123', sage=24, ssex='男'}]
11:45:53.707 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:45:53.707 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.updateStudent
11:45:53.708 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Args: [Student{sid='202102811440', sname='闫寅杰123', sage=24, ssex='男'}]
11:45:53.708 [http-nio-8080-exec-1] DEBUG com.yyj.springmvc.mapper.StudentMapper.updateById - ==>  Preparing: update s set sname = ?, sage = ?, ssex = ? where s_id = ?
11:45:53.713 [http-nio-8080-exec-1] DEBUG com.yyj.springmvc.mapper.StudentMapper.updateById - ==> Parameters: 闫寅杰123(String), 24(Integer), 男(String), 202102811440(String)
11:45:53.727 [http-nio-8080-exec-1] DEBUG com.yyj.springmvc.mapper.StudentMapper.updateById - <==    Updates: 1
11:45:53.728 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Execution Time: 20 ms
11:45:53.728 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Result: 1
11:45:53.728 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
11:45:53.728 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.StudentController.updateStudent
11:45:53.728 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: Result(code=200, message=更新学生成功, data=1)
11:45:53.736 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
11:45:53.736 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/student/getAll
11:45:53.736 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
11:45:53.736 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.StudentController.getAllStudents
11:45:53.736 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
11:45:53.736 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Service Execution ===
11:45:53.736 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.service.impl.StudentServiceImpl.getAllStudents
